VertexTo VertexFrom TimeStart TimeStop
1330915 1027585 1 1
596098021028320 596098022028019 1 1
596098021028320 2955038712025866 1 1
1571025 1422236 1 1
1571025 1380840 1 1
1571025 113472 1 1
1405125 1381971 1 1
115128 1214723 1 1
115128 13134 1 1
115128 1525179 1 1
115128 1439537 1 1
1333117 243447 1 1
1333117 1246128 1 1
1506132 194697 1 1
1506132 1515100 1 1
242910 372799 1 1
242910 1359096 1 1
1499385 401416 1 1
1499385 1275089 1 1
1516430 1271725 1 1
5786821413028324 5786821412027998 1 1
5786821413028324 1145117 1 1
225511 1278340 1 1
225511 596098021024851 1 1
225511 2955038711023616 1 1
1253517 1097247 1 1
1278196 1116127 1 1
1278196 386607 1 1
1278196 1427400 1 1
1278196 299562 1 1
1278196 1026093 1 1
1278196 1484406 1 1
1278196 125779 1 1
1278196 1274379 1 1
1025720 1431240 1 1
1118399 1008502 1 1
1574344 1408718 1 1
263490 1412178 1 1
263490 1254562 1 1
1256517 1083041 1 1
1561097 1345053 1 1
1490635 1527228 1 1
1472589 1253010 1 1
1472589 250766 1 1
283423 1355626 1 1
1308026 1037258 1 1
1308026 1251486 1 1
1308026 1060939 1 1
1308026 1100583 1 1
1308026 1508806 1 1
1308026 128346 1 1
1308026 214555 1 1
1308026 1224109 1 1
1308026 1549610 1 1
1308026 1025093 1 1
1308026 1559001 1 1
233302 1153134 1 1
398413 5786821411022765 1 1
398413 126596 1 1
1119288 1156786 1 1
1208502 1503689 1 1
1208502 1285371 1 1
1208502 1134209 1 1
1401957 1256080 1 1
1401957 1076993 1 1
1401957 1062638 1 1
310677 1414617 1 1
1365939 1210496 1 1
1024818 140772 1 1
1206825 1256497 1 1
272450 1242391 1 1
272450 1086438 1 1
161173 1104459 1 1
161173 1365771 1 1
161173 647997 1 1
161173 1489652 1 1
1564352 1386655 1 1
447504 268049 1 1
447504 337267 1 1
447504 242834 1 1
447504 233902 1 1
447504 212325 1 1
2955038711024077 596098021030067 1 1
1479366 1375044 1 1
1085867 2449133522026929 1 1
206615 239829 1 1
206615 1519862 1 1
206615 1357815 1 1
207582 1341918 1 1
155846 1438933 1 1
155846 1399046 1 1
155846 129328 1 1
174545 195286 1 1
1264288 1222647 1 1
1369635 1545599 1 1
1369635 1435308 1 1
1369635 349021 1 1
1369635 1326738 1 1
1369635 1407007 1 1
1234769 1118707 1 1
1376805 1305026 1 1
1376805 1433458 1 1
596098021024903 596098022026328 1 1
189606 431740 1 1
189606 196620 1 1
189606 211741 1 1
189606 1265369 1 1
189606 212301 1 1
1469251 1099492 1 1
1059970 1408718 1 1
1445879 1320342 1 1
1299974 1200692 1 1
1299974 204464 1 1
200280 1031387 1 1
200280 1046032 1 1
200280 1067212 1 1
1400194 1551491 1 1
1400194 1080280 1 1
1400194 172202 1 1
1400194 1111023 1 1
1177078 237705 1 1
1177078 544487 1 1
1177078 1347607 1 1
1215566 1281618 1 1
1215566 1520386 1 1
1215566 650580 1 1
1215566 1396058 1 1
1215566 1075573 1 1
1215566 1185117 1 1
1498706 1061128 1 1
1498706 289473 1 1
1498706 1368425 1 1
1095307 1564105 1 1
1542055 1163187 1 1
2955038711023147 1089569 1 1
431740 189606 1 1
431740 196620 1 1
431740 211741 1 1
431740 212301 1 1
1416437 318996 1 1
1416437 1317952 1 1
398894 456877 1 1
347988 1488243 1 1
150242 1391944 1 1
150242 1442394 1 1
150242 1419487 1 1
1479618 1288722 1 1
1479618 1473378 1 1
1479618 1152100 1 1
1479618 226232 1 1
1479618 1012404 1 1
1479618 1416155 1 1
1479618 21838 1 1
1479618 251925 1 1
1281412 1092115 1 1
1281412 1115564 1 1
1281412 1575142 1 1
1281412 1226689 1 1
1281412 161315 1 1
1281412 1031429 1 1
1281412 1084056 1 1
1281412 1401668 1 1
1486360 1211582 1 1
1486360 1019796 1 1
1253937 1254264 1 1
1253937 1372161 1 1
1253937 1204968 1 1
1253937 1144879 1 1
1253937 446803 1 1
1550080 127477 1 1
1550080 1046808 1 1
1550080 1410804 1 1
1550080 1538878 1 1
1550080 407472 1 1
1111525 1439289 1 1
1126273 1067478 1 1
1126273 176791 1 1
2955038712027250 596098021028573 1 1
2955038712027250 596098021024186 1 1
1590597 1188487 1 1
1527180 1086436 1 1
245280 1188633 1 1
245280 1400269 1 1
245280 123293 1 1
245280 1077505 1 1
245280 590461 1 1
245280 158426 1 1
1057318 1551186 1 1
1057318 1360302 1 1
1057318 138970 1 1
1057318 1283536 1 1
1180691 1384940 1 1
1586334 1537207 1 1
1586334 1301299 1 1
1013438 1063381 1 1
1013438 329245 1 1
223273 1373458 1 1
223273 1482224 1 1
1395741 1363799 1 1
1395741 1275507 1 1
1395741 1373743 1 1
1395741 121595 1 1
1395741 1256851 1 1
1395741 1225776 1 1
1395741 1428491 1 1
1395741 1400377 1 1
1395741 1262773 1 1
1340007 107912 1 1
1113901 1150822 1 1
1113901 362790 1 1
1417630 1191726 1 1
1054594 1131748 1 1
1054594 1476486 1 1
1054594 1554987 1 1
1054594 141779 1 1
1054594 180527 1 1
1510397 1177391 1 1
1043986 188722 1 1
1043986 1236663 1 1
1043986 1166207 1 1
1043986 1551287 1 1
1043986 1294360 1 1
1432891 1412004 1 1
1432891 1501561 1 1
163841 1283010 1 1
1375937 1119237 1 1
1240610 1227191 1 1
1240610 1370522 1 1
1295074 1532331 1 1
1295074 1577194 1 1
1295074 149830 1 1
1251998 588087 1 1
1251998 1043941 1 1
1251998 143545 1 1
1438742 1490775 1 1
1467124 1531928 1 1
1467124 1476590 1 1
1467124 1379208 1 1
1467124 176740 1 1
1467124 1042887 1 1
1467124 1533642 1 1
1368431 420355 1 1
1368431 1173107 1 1
1368431 297079 1 1
1368431 1459288 1 1
1368431 1401088 1 1
1423723 1129417 1 1
1436370 1439976 1 1
1436370 186794 1 1
1083613 1132825 1 1
1083613 1346770 1 1
1083613 172482 1 1
243447 1333117 1 1
261507 1257664 1 1
550497 1385880 1 1
224829 167082 1 1
224829 1392541 1 1
1235297 131483 1 1
1544283 1303472 1 1
1083658 1151784 1 1
1083658 1130865 1 1
1083658 1536103 1 1
1199746 1013620 1 1
1199746 1537637 1 1
1199746 368407 1 1
1199746 1236464 1 1
1199746 1472295 1 1
227634 1558412 1 1
227634 1245856 1 1
1097220 1111803 1 1
1433686 1355342 1 1
1433686 144147 1 1
1433686 1554519 1 1
1433686 1238700 1 1
154868 1540318 1 1
1465419 1092964 1 1
1465419 5470 1 1
1465419 1231398 1 1
1465419 147350 1 1
1465419 1303706 1 1
141658 1436648 1 1
141658 135000 1 1
1073351 1470488 1 1
1073351 1273424 1 1
1073351 106539 1 1
1073351 1050716 1 1
1271804 1270281 1 1
1271804 1021141 1 1
1271804 1356295 1 1
1451580 1216109 1 1
1451580 1399534 1 1
101410 1347675 1 1
101410 1177388 1 1
1174596 1103070 1 1
1253010 1212266 1 1
1253010 1472589 1 1
596098021027938 2955038711029185 1 1
596098021027938 1072526 1 1
1077505 1188633 1 1
1077505 1400269 1 1
1077505 16684 1 1
1077505 245280 1 1
1077505 590461 1 1
2955038711022086 1584700 1 1
128346 1037258 1 1
128346 650580 1 1
128346 1251486 1 1
128346 1060939 1 1
128346 1100583 1 1
128346 1508806 1 1
128346 1308026 1 1
128346 214555 1 1
128346 1549610 1 1
128346 1185117 1 1
128346 1559001 1 1
1196545 1162933 1 1
1196545 47475 1 1
1274204 1173183 1 1
1398671 1197880 1 1
1398671 1460417 1 1
364851 1069126 1 1
1154398 1013699 1 1
186268 1149098 1 1
186268 202009 1 1
1255349 1310367 1 1
139080 1197221 1 1
139080 299891 1 1
12097 110009 1 1
12097 1518819 1 1
1344949 1395143 1 1
1290576 1214295 1 1
1290576 1221092 1 1
1163187 1542055 1 1
1127791 1439117 1 1
1414384 297834 1 1
1414384 1347565 1 1
1414384 1485286 1 1
1414384 1526985 1 1
1414384 1291094 1 1
1138464 324474 1 1
1138464 1064140 1 1
1138464 1370297 1 1
1034278 2955038711027095 1 1
1379208 1531928 1 1
1379208 1476590 1 1
1379208 1467124 1 1
1379208 176740 1 1
1379208 1042887 1 1
1379208 1533642 1 1
1396058 1281618 1 1
1396058 650580 1 1
1396058 1100583 1 1
1396058 1508806 1 1
1396058 1215566 1 1
1396058 1075573 1 1
1396058 1185117 1 1
1246128 1307338 1 1
1246128 1333117 1 1
232374 1145187 1 1
232374 1255528 1 1
232374 1452454 1 1
1145352 265768 1 1
1145352 1003629 1 1
1415380 1422078 1 1
1415380 140014 1 1
1415380 1190698 1 1
147945 2449133521023937 1 1
147945 1303911 1 1
376649 1086284 1 1
1473622 1309524 1 1
1167084 1473982 1 1
104996 1139241 1 1
104996 1297111 1 1
104996 1146679 1 1
1365419 1586199 1 1
1365419 1061296 1 1
1365419 1379108 1 1
1365419 305799 1 1
1365419 38406 1 1
1329460 1168086 1 1
1200417 334030 1 1
1200417 250834 1 1
1200417 1156409 1 1
1200417 1498082 1 1
1200417 1175293 1 1
1200417 212940 1 1
1200417 282245 1 1
1460457 1321641 1 1
1460457 34649 1 1
1460457 1026350 1 1
1404045 283983 1 1
1404045 274086 1 1
1404045 1410229 1 1
1404045 344677 1 1
1547481 122783 1 1
1547481 1199412 1 1
1547481 1399634 1 1
1397279 1053682 1 1
1397279 1353896 1 1
1397279 159792 1 1
1397279 1006192 1 1
1397279 1151888 1 1
1294508 1277541 1 1
360964 1065668 1 1
1212629 154093 1 1
237438 596098021025869 1 1
237438 596098022025745 1 1
237438 596098021023863 1 1
1439976 1436370 1 1
1439976 186794 1 1
299135 1455024 1 1
314785 1186299 1 1
237211 415940 1 1
237211 1040847 1 1
186199 1278112 1 1
186199 1418857 1 1
186199 165316 1 1
186199 248208 1 1
1159823 205952 1 1
1159823 1108940 1 1
333532 1193946 1 1
333532 1566920 1 1
1205669 1160155 1 1
596098021028866 596098021028573 1 1
596098021028866 2955038711024826 1 1
596098021028866 2955038711029383 1 1
596098021028866 596098021024186 1 1
109428 1015518 1 1
109428 1381652 1 1
132214 1093673 1 1
588087 1251998 1 1
588087 1069841 1 1
588087 1043941 1 1
588087 143545 1 1
1516936 1154946 1 1
1516936 443545 1 1
1516936 1140874 1 1
1516936 1278034 1 1
1516936 1050364 1 1
1516936 1458272 1 1
1516936 1589200 1 1
1516936 310400 1 1
1516936 1091919 1 1
1516936 1334232 1 1
1516936 1445362 1 1
1516936 484860 1 1
1524502 1427971 1 1
1386291 1430273 1 1
1400499 21911 1 1
1400499 1060170 1 1
1194982 1418062 1 1
596098021026887 596098021028445 1 1
596098021026887 2955038711026774 1 1
596098021026887 596098021028117 1 1
596098021026887 2955038711026447 1 1
1431221 1038134 1 1
1431221 1388972 1 1
1578325 1456522 1 1
1578325 12542 1 1
1251200 1181657 1 1
1251200 287492 1 1
1287372 1162972 1 1
1287372 1580567 1 1
1287372 1224707 1 1
1287372 234948 1 1
1278340 225511 1 1
1278340 596098021024851 1 1
1278340 2955038711023616 1 1
1272901 1314925 1 1
1578329 539100 1 1
1578329 1560668 1 1
1578329 1253860 1 1
1578329 1342532 1 1
1578329 16613 1 1
1578329 1282122 1 1
234534 2449133521024041 1 1
234534 1291936 1 1
1261500 322442 1 1
1261500 1409772 1 1
29419 179949 1 1
1336263 1155083 1 1
1468684 1502790 1 1
1468684 1261109 1 1
5786821411023179 5786821411025910 1 1
5786821411023179 5786821411023597 1 1
1439199 1429430 1 1
1439199 1511640 1 1
1439199 138621 1 1
5786821411021828 5786821412026594 1 1
1560866 199316 1 1
1560866 262921 1 1
1113650 1407195 1 1
1113650 109908 1 1
1160456 1126909 1 1
1160456 243810 1 1
1160456 1077028 1 1
242834 268049 1 1
242834 337267 1 1
242834 447504 1 1
242834 233902 1 1
242834 212325 1 1
1560683 1498233 1 1
1026093 299562 1 1
1026093 1127307 1 1
1026093 1278196 1 1
1026093 1406740 1 1
1026093 1274379 1 1
1435308 1545599 1 1
1435308 1369635 1 1
1435308 1228868 1 1
1435308 1550346 1 1
1439355 1286984 1 1
1439355 1165802 1 1
1203504 261675 1 1
1489754 1406891 1 1
1215156 1405902 1 1
271642 1428542 1 1
1251344 1357815 1 1
1251344 330388 1 1
1560281 1193502 1 1
1560281 303001 1 1
1560281 1483106 1 1
110068 368665 1 1
110068 1339081 1 1
1121631 1004140 1 1
1121631 111317 1 1
1335790 1230932 1 1
1335790 1481126 1 1
1335790 230047 1 1
1335790 1267837 1 1
1335790 1061240 1 1
2449133522026929 1085867 1 1
186699 337050 1 1
1181657 1251200 1 1
1181657 287492 1 1
1080973 1561586 1 1
1080973 128423 1 1
1080973 1384456 1 1
2955038711029185 596098021027938 1 1
2955038711029185 1072526 1 1
1544874 1239413 1 1
1040847 135102 1 1
1040847 1411328 1 1
1040847 415940 1 1
1040847 237211 1 1
1040847 1243857 1 1
238568 1364364 1 1
238568 304005 1 1
238568 1450641 1 1
238568 302261 1 1
238568 299393 1 1
356535 1399958 1 1
1570500 1208302 1 1
1570500 238255 1 1
1040066 1168459 1 1
131742 1461186 1 1
131742 1126985 1 1
1554519 1433686 1 1
1554519 1238700 1 1
1075573 1281618 1 1
1075573 650580 1 1
1075573 1100583 1 1
1075573 1508806 1 1
1075573 1215566 1 1
1075573 1396058 1 1
1075573 1185117 1 1
1038134 1431221 1 1
1038134 1388972 1 1
1038134 1069684 1 1
1038134 123012 1 1
1490775 1438742 1 1
372821 1577219 1 1
372821 1212309 1 1
1420381 28785 1 1
1253966 1008502 1 1
337050 186699 1 1
246953 596098021027821 1 1
246953 2955038711030269 1 1
1533386 1060719 1 1
1533386 34649 1 1
1533386 350811 1 1
149830 1532331 1 1
149830 1577194 1 1
149830 1295074 1 1
1288655 270849 1 1
1288655 1447476 1 1
1288655 1066049 1 1
469770 1441989 1 1
469770 1057522 1 1
469770 1500584 1 1
469770 155229 1 1
469770 1432125 1 1
1416155 1288722 1 1
1416155 1479618 1 1
1416155 251925 1 1
1082007 1516176 1 1
1314925 1272901 1 1
1096973 1021426 1 1
200935 1391944 1 1
200935 1368121 1 1
200935 160461 1 1
200935 1419487 1 1
200935 139711 1 1
1165134 1539545 1 1
1165134 1152693 1 1
155229 1441989 1 1
155229 1057522 1 1
155229 1500584 1 1
155229 469770 1 1
155229 1432125 1 1
155229 1262726 1 1
155229 1059326 1 1
155229 1139775 1 1
1560668 539100 1 1
1560668 1578329 1 1
1560668 1253860 1 1
1560668 1342532 1 1
1560668 16613 1 1
1560668 1282122 1 1
192367 130436 1 1
192367 1494442 1 1
1303472 1486882 1 1
1303472 1544283 1 1
1475844 1478252 1 1
103267 11701 1 1
1056431 1286594 1 1
1056431 1012305 1 1
1033906 1283461 1 1
2955038711023911 596098021023373 1 1
1050454 1477060 1 1
1509843 596098021026394 1 1
1509843 472426 1 1
1377745 392563 1 1
19273 1586065 1 1
19273 157459 1 1
19273 121072 1 1
1313276 295205 1 1
5786821411025655 1111033 1 1
19787 1128566 1 1
140662 1337893 1 1
20724 1226706 1 1
20724 1278112 1 1
1348037 1493157 1 1
1489966 1391520 1 1
1489966 1365189 1 1
1489964 596098021025334 1 1
1489964 23193 1 1
1489964 596098021028040 1 1
1412419 164996 1 1
1412419 1349417 1 1
1412419 1086436 1 1
177768 1150400 1 1
177768 1255861 1 1
177768 1317515 1 1
177768 259772 1 1
177768 1116335 1 1
177768 1047902 1 1
1109737 105488 1 1
1109737 1520637 1 1
1488582 24814 1 1
1488582 1527015 1 1
1488582 1257538 1 1
214555 1037258 1 1
214555 650580 1 1
214555 1251486 1 1
214555 1060939 1 1
214555 1100583 1 1
214555 1508806 1 1
214555 1308026 1 1
214555 128346 1 1
214555 1549610 1 1
214555 1025093 1 1
214555 1185117 1 1
214555 1559001 1 1
1257664 261507 1 1
1399534 1216109 1 1
1399534 1451580 1 1
596098022027019 596098021022979 1 1
596098022027019 1340064 1 1
596098022027019 596098021022729 1 1
1512420 1117435 1 1
1512420 1475636 1 1
1046874 1446746 1 1
2449133521026199 2449133523026979 1 1
2449133521026199 5786821411022765 1 1
1589967 1366592 1 1
1589967 1163525 1 1
1589967 236634 1 1
1589967 1415237 1 1
1589967 358702 1 1
1216444 1406891 1 1
1476486 1054594 1 1
1476486 1554987 1 1
1476486 141779 1 1
1476486 180527 1 1
1483673 1464151 1 1
122005 1571523 1 1
122005 1273385 1 1
122005 177952 1 1
122005 172113 1 1
122005 1579443 1 1
122005 1428874 1 1
1190487 225719 1 1
1190487 293518 1 1
1190487 1063511 1 1
344504 1152953 1 1
1339222 366420 1 1
1339222 1227548 1 1
1339222 1151712 1 1
1339222 234912 1 1
1339222 1231477 1 1
1339222 174788 1 1
1153154 1179329 1 1
1153154 1550571 1 1
1153154 163874 1 1
1153154 1232061 1 1
1391520 1489966 1 1
1391520 163733 1 1
141626 1252998 1 1
141626 10025 1 1
1112078 1227268 1 1
2955038712027110 596098021026313 1 1
1168299 1083923 1 1
1168299 235689 1 1
105031 1177495 1 1
245944 1028748 1 1
245944 1012444 1 1
245944 1255135 1 1
245944 324044 1 1
245944 223727 1 1
245944 12198 1 1
245944 1271893 1 1
245944 1018752 1 1
1573985 1226526 1 1
1512414 163898 1 1
153077 179716 1 1
153077 1465488 1 1
1289350 688065 1 1
1289350 345867 1 1
274086 283983 1 1
274086 1404045 1 1
274086 1410229 1 1
274086 344677 1 1
190435 281103 1 1
190435 1339529 1 1
190435 1152575 1 1
190435 1236338 1 1
1172574 1170753 1 1
1172574 1541594 1 1
1172574 1056758 1 1
1172574 1428359 1 1
235689 1168299 1 1
1329607 1087058 1 1
246560 125843 1 1
1528261 1428542 1 1
1528261 240088 1 1
1528261 1196699 1 1
1378529 1184065 1 1
1378529 1498862 1 1
1378529 366420 1 1
1378529 1486882 1 1
1378529 1151712 1 1
1378529 376456 1 1
1378529 14044 1 1
1378529 234912 1 1
1378529 1052664 1 1
1501561 1432891 1 1
1179522 1183434 1 1
1364664 202363 1 1
1364664 1429430 1 1
1364664 1114028 1 1
1364664 1511640 1 1
1364664 138621 1 1
1256851 1363799 1 1
1256851 1275507 1 1
1256851 1373743 1 1
1256851 121595 1 1
1256851 1395741 1 1
1256851 1225776 1 1
1256851 1428491 1 1
1256851 1400377 1 1
1256851 1262773 1 1
1477372 401416 1 1
1572296 292365 1 1
1572296 1167310 1 1
596098022025898 596098022026096 1 1
596098022025898 596098022028121 1 1
1548172 2449133521026879 1 1
1317515 1150400 1 1
1317515 1255861 1 1
1317515 177768 1 1
1317515 259772 1 1
1317515 1116335 1 1
1317515 1047902 1 1
1151712 1498862 1 1
1151712 366420 1 1
1151712 1227548 1 1
1151712 1339222 1 1
1151712 1378529 1 1
1151712 376456 1 1
1151712 14044 1 1
1151712 234912 1 1
1151712 1231477 1 1
1151712 174788 1 1
596098021027057 596098021022320 1 1
1360764 203339 1 1
1360764 1515652 1 1
1360764 1344362 1 1
1360764 302894 1 1
456877 398894 1 1
1556453 1419886 1 1
223727 1012444 1 1
223727 1255135 1 1
223727 188722 1 1
223727 324044 1 1
223727 245944 1 1
223727 1166207 1 1
223727 12198 1 1
223727 1271893 1 1
223727 1551287 1 1
223727 1018752 1 1
376456 1184065 1 1
376456 1498862 1 1
376456 366420 1 1
376456 1486882 1 1
376456 1378529 1 1
376456 1151712 1 1
376456 14044 1 1
376456 234912 1 1
376456 1052664 1 1
376456 174788 1 1
135849 1187560 1 1
135849 1376887 1 1
1064140 324474 1 1
1064140 1138464 1 1
2955038711026750 596098021023953 1 1
407472 127477 1 1
407472 1046808 1 1
407472 1410804 1 1
407472 1538878 1 1
407472 1550080 1 1
1120212 208206 1 1
1120212 1013620 1 1
1120212 1537637 1 1
1120212 1466638 1 1
1120212 1154205 1 1
1243465 444639 1 1
1243465 1209236 1 1
1243465 1154141 1 1
1052527 1180613 1 1
1052527 1221750 1 1
596098021029188 596098021024870 1 1
1035699 1199246 1 1
1035699 1380078 1 1
1035699 1245443 1 1
5786821411028039 137329 1 1
5786821411028039 5786821413028182 1 1
5786821411028039 5786821411024746 1 1
1167072 1126909 1 1
1489562 1571656 1 1
1489562 2955038712027075 1 1
1489562 171239 1 1
2955038711022612 1397132 1 1
1535729 1069126 1 1
1250836 1317588 1 1
1250836 295196 1 1
1250836 1411881 1 1
1250836 1142136 1 1
1250836 142074 1 1
1250836 1113147 1 1
1250836 1573693 1 1
1382617 1099498 1 1
12547 1055061 1 1
12547 250029 1 1
1238017 486643 1 1
1238017 1309630 1 1
1114028 202363 1 1
1114028 1429430 1 1
1114028 1364664 1 1
1114028 1511640 1 1
1114028 138621 1 1
1360302 1551186 1 1
1360302 1057318 1 1
1360302 138970 1 1
1360302 1283536 1 1
1080965 1368844 1 1
1080965 1052706 1 1
1133321 1050238 1 1
1133321 1066868 1 1
1003590 1466932 1 1
1003590 1220213 1 1
1003590 1498394 1 1
1003590 1032615 1 1
1003590 1538388 1 1
1003590 1559717 1 1
1441796 1302851 1 1
1441796 102598 1 1
1506114 1137016 1 1
1506114 1086575 1 1
1506114 128483 1 1
1506114 1529069 1 1
1267837 1481126 1 1
1267837 1335790 1 1
1267837 255672 1 1
1166034 260309 1 1
1166034 431431 1 1
1166034 128216 1 1
1554987 1054594 1 1
1554987 1476486 1 1
1554987 141779 1 1
1554987 180527 1 1
1019925 1196977 1 1
1427574 1045885 1 1
1370421 1163134 1 1
1370421 1347469 1 1
1370421 178412 1 1
1370421 466826 1 1
1370421 1069684 1 1
1370421 123012 1 1
1251233 225719 1 1
1251233 1210799 1 1
1251233 1063511 1 1
1251233 168275 1 1
402334 1357941 1 1
402334 1154776 1 1
402334 1581809 1 1
1206588 1225096 1 1
2449133521023937 147945 1 1
1432125 1441989 1 1
1432125 1057522 1 1
1432125 1500584 1 1
1432125 469770 1 1
1432125 155229 1 1
1432125 1059326 1 1
1432125 1139775 1 1
1579064 1320174 1 1
1407907 1249230 1 1
1407907 1209569 1 1
1087746 28737 1 1
1087746 1351960 1 1
1087746 1119780 1 1
237355 1000186 1 1
1192894 107869 1 1
1192894 152555 1 1
147024 1510734 1 1
147024 112401 1 1
1385026 1114917 1 1
1385026 155172 1 1
1385026 1312806 1 1
1385026 252128 1 1
157459 1586065 1 1
157459 19273 1 1
157459 121072 1 1
157459 1461829 1 1
1211582 1486360 1 1
1211582 1236464 1 1
1211582 1472295 1 1
1000276 181817 1 1
1000276 1130624 1 1
1000276 1404582 1 1
1000276 1243903 1 1
1034033 31315 1 1
147594 1103513 1 1
1390046 1006024 1 1
1390046 1085999 1 1
1390046 1044783 1 1
1390046 253140 1 1
1390046 156194 1 1
1390046 245518 1 1
1243383 1292112 1 1
1431807 1128416 1 1
1431807 1046018 1 1
1254957 1582153 1 1
1539545 1165134 1 1
1539545 1152693 1 1
15562 1261921 1 1
15562 1488511 1 1
160188 1187455 1 1
160188 1466638 1 1
160188 1154205 1 1
368407 1013620 1 1
368407 1537637 1 1
368407 1199746 1 1
368407 1236464 1 1
368407 1472295 1 1
1372161 1254264 1 1
1372161 1253937 1 1
1372161 1204968 1 1
1372161 1144879 1 1
1372161 446803 1 1
1372161 1483192 1 1
1372161 1388774 1 1
1399795 146454 1 1
1399795 23193 1 1
1399795 596098021028040 1 1
1399795 2955038711028476 1 1
1456766 1408059 1 1
1534414 596098021024423 1 1
1534414 596098021024345 1 1
1534414 1052952 1 1
115412 1212606 1 1
1273500 165141 1 1
252650 1528338 1 1
252650 1021902 1 1
252650 1279792 1 1
252650 1174520 1 1
1017679 1144774 1 1
1017679 1140878 1 1
1017679 1253585 1 1
1017679 166181 1 1
1017679 142681 1 1
1177495 105031 1 1
217162 1504768 1 1
217162 156431 1 1
217162 1223625 1 1
119068 1123867 1 1
147620 1550359 1 1
147620 1072647 1 1
156194 1006024 1 1
156194 1085999 1 1
156194 1044783 1 1
156194 253140 1 1
156194 1390046 1 1
156194 245518 1 1
1256080 1401957 1 1
1256080 1076993 1 1
1256080 1062638 1 1
1354245 1364102 1 1
327902 108469 1 1
327902 209527 1 1
1420244 1520134 1 1
1292273 2955038712027075 1 1
1151144 1186343 1 1
505042 1474008 1 1
1592828 1103868 1 1
225719 1190487 1 1
225719 1251233 1 1
225719 293518 1 1
225719 1063511 1 1
225719 168275 1 1
1234530 1182609 1 1
1234530 1513728 1 1
151026 1175910 1 1
1046319 1275509 1 1
1046319 1144029 1 1
1046319 1189926 1 1
1510734 232833 1 1
1510734 147024 1 1
1510734 390810 1 1
22576 1423353 1 1
1558959 1187455 1 1
1461334 283401 1 1
140014 1422078 1 1
140014 1415380 1 1
140014 1190698 1 1
1406740 1127307 1 1
1406740 1026093 1 1
1254633 1459894 1 1
1369761 113270 1 1
1369761 1505004 1 1
1369761 1419113 1 1
1214295 1290576 1 1
1214295 347693 1 1
596098021024938 2955038712026887 1 1
1125520 1316797 1 1
1333263 1208260 1 1
1370522 1423353 1 1
1370522 1227191 1 1
1370522 1102849 1 1
1370522 1240610 1 1
1074347 1279674 1 1
1359165 1238785 1 1
1411751 1016919 1 1
1411751 1558320 1 1
1411751 1129486 1 1
504690 1445434 1 1
504690 1375132 1 1
1514921 337431 1 1
1085110 1469167 1 1
1231398 1468977 1 1
1231398 1092964 1 1
1231398 5470 1 1
1231398 1465419 1 1
1231398 147350 1 1
1231398 1303706 1 1
1091246 596098022027963 1 1
1091246 596098022027929 1 1
354162 334181 1 1
354162 1082446 1 1
314335 1519590 1 1
314335 1306401 1 1
314335 1356949 1 1
314335 1026369 1 1
1254125 1331972 1 1
209264 1179592 1 1
209264 1096027 1 1
1273515 1354905 1 1
1273515 1537880 1 1
1465548 1587914 1 1
1465548 1552381 1 1
209527 108469 1 1
209527 327902 1 1
1122960 1411964 1 1
333187 1381655 1 1
287492 1251200 1 1
287492 1181657 1 1
5786821411023597 5786821411023179 1 1
596098021026394 136837 1 1
596098021026394 1509843 1 1
596098021026394 472426 1 1
1306165 318996 1 1
1306165 1317952 1 1
1227942 1016862 1 1
1322709 1066168 1 1
1322709 348945 1 1
21838 1288722 1 1
21838 1473378 1 1
21838 1152100 1 1
21838 226232 1 1
21838 1012404 1 1
21838 1479618 1 1
21838 251925 1 1
1582540 274389 1 1
118085 1210988 1 1
1438277 410084 1 1
1438277 1154746 1 1
1438277 1502665 1 1
5786821412028126 468948 1 1
5786821412028126 1429166 1 1
5786821412028126 192665 1 1
1003821 140649 1 1
1303911 5786821411023687 1 1
1303911 147945 1 1
1309524 1473622 1 1
1437570 1485811 1 1
1437570 1185041 1 1
1437570 1275405 1 1
1241659 1399467 1 1
1241659 1421266 1 1
1530550 1562785 1 1
158270 1525933 1 1
596098022027668 290227 1 1
596098022027668 1189903 1 1
297079 420355 1 1
297079 1173107 1 1
297079 1368431 1 1
297079 1459288 1 1
297079 1401088 1 1
24936 1299811 1 1
1172962 1260992 1 1
1291976 209537 1 1
1291976 232982 1 1
1291976 1070366 1 1
1291976 1209448 1 1
1291976 1245798 1 1
671306 1087673 1 1
671306 1341918 1 1
671306 1210142 1 1
671306 1293377 1 1
671306 1164356 1 1
1130471 1031903 1 1
1130471 127428 1 1
1130471 1489002 1 1
227365 105257 1 1
1053104 1118516 1 1
1053104 1143279 1 1
1397100 323736 1 1
1397100 102699 1 1
410084 1438277 1 1
410084 1154746 1 1
196831 1571014 1 1
196831 1381469 1 1
1050716 1273424 1 1
1050716 106539 1 1
1050716 1073351 1 1
431431 104288 1 1
431431 1293774 1 1
431431 1166034 1 1
1330275 1051219 1 1
1330275 2365 1 1
188858 1162089 1 1
188858 1348571 1 1
188858 1297466 1 1
1419487 1391944 1 1
1419487 150242 1 1
1419487 200935 1 1
1171703 1472542 1 1
1031429 1092115 1 1
1031429 1115564 1 1
1031429 1575142 1 1
1031429 1503689 1 1
1031429 1226689 1 1
1031429 1285371 1 1
1031429 161315 1 1
1031429 1281412 1 1
1031429 1084056 1 1
1031429 1134209 1 1
